ticker,name,sector
4368.T,"FUSO CHEMICAL CO.,LTD.",Chemicals
4369.T,Tri Chemical Laboratories Inc.,Chemicals
4373.T,"Simplex Holdings,Inc.",Information & Communication
4384.T,RAKSUL INC.,Information & Communication
4385.T,"Mercari,Inc.",Information & Communication
4390.T,"IPS,Inc.",Information & Communication
4392.T,"Future Innovation Group,Inc.",Information & Communication
4396.T,System Support Holdings Inc.,Information & Communication
4401.T,ADEKA CORPORATION,Chemicals
4403.T,NOF CORPORATION,Chemicals
4410.T,"HARIMA CHEMICALS GROUP,INC.",Chemicals
4413.T,"baudroie,inc.",Information & Communication
4432.T,WingArc1st Inc.,Information & Communication
4433.T,"HITO-Communications Holdings,Inc.",Information & Communication
4443.T,"Sansan,Inc.",Information & Communication
4446.T,Link-U Group Inc.,Information & Communication
4449.T,giftee Inc.,Information & Communication
4452.T,Kao Corporation,Chemicals
4461.T,DKS Co.Ltd.,Chemicals
4462.T,"ISHIHARA CHEMICAL CO.,LTD.",Chemicals
4471.T,"SANYO CHEMICAL INDUSTRIES,LTD.",Chemicals
4480.T,"MEDLEY,INC.",Information & Communication
4481.T,"BASE CO.,LTD.",Information & Communication
4483.T,JMDC Inc.,Information & Communication
4502.T,Takeda Pharmaceutical Company Limited,Pharmaceutical
4503.T,Astellas Pharma Inc.,Pharmaceutical
4506.T,"Sumitomo Pharma Co.,Ltd.",Pharmaceutical
4507.T,"Shionogi & Co.,Ltd.",Pharmaceutical
4516.T,"Nippon Shinyaku Co.,Ltd.",Pharmaceutical
4519.T,"CHUGAI PHARMACEUTICAL CO.,LTD.",Pharmaceutical
4521.T,"KAKEN PHARMACEUTICAL CO.,LTD.",Pharmaceutical
4523.T,"Eisai Co.,Ltd.",Pharmaceutical
4526.T,"RIKEN VITAMIN CO.,LTD.",Foods
4527.T,"ROHTO PHARMACEUTICAL CO.,LTD.",Pharmaceutical
4528.T,"ONO PHARMACEUTICAL CO.,LTD.",Pharmaceutical
4530.T,"HISAMITSU PHARMACEUTICAL CO.,INC.",Pharmaceutical
4534.T,"Mochida Pharmaceutical Co.,Ltd.",Pharmaceutical
4536.T,"SANTEN PHARMACEUTICAL CO.,LTD.",Pharmaceutical
4538.T,"Fuso Pharmaceutical Industries,Ltd.",Pharmaceutical
4540.T,TSUMURA & CO.,Pharmaceutical
4543.T,TERUMO CORPORATION,Precision Instruments
4544.T,"H.U. Group Holdings,Inc.",Services
4547.T,"KISSEI PHARMACEUTICAL CO.,LTD.",Pharmaceutical
4548.T,SEIKAGAKU CORPORATION,Pharmaceutical
4549.T,"EIKEN CHEMICAL CO.,LTD.",Pharmaceutical
4552.T,"JCR Pharmaceuticals Co.,Ltd.",Pharmaceutical
4553.T,"TOWA PHARMACEUTICAL CO.,LTD.",Pharmaceutical
4554.T,"Fuji Pharma Co.,Ltd.",Pharmaceutical
4559.T,"ZERIA PHARMACEUTICAL CO.,LTD.",Pharmaceutical
4565.T,"Nxera Pharma Co.,Ltd.",Pharmaceutical
4568.T,"DAIICHI SANKYO COMPANY,LIMITED",Pharmaceutical
4569.T,"KYORIN Pharmaceutical Co.,Ltd.",Pharmaceutical
4574.T,"TAIKO PHARMACEUTICAL CO.,LTD.",Pharmaceutical
4577.T,"Daito Pharmaceutical Co.,Ltd.",Pharmaceutical
4578.T,"Otsuka Holdings Co.,Ltd.",Pharmaceutical
4587.T,PeptiDream Inc.,Pharmaceutical
4611.T,"Dai Nippon Toryo Company,Limited",Chemicals
4612.T,"NIPPON PAINT HOLDINGS CO.,LTD.",Chemicals
4613.T,"KANSAI PAINT CO.,LTD.",Chemicals
4617.T,"Chugoku Marine Paints,Ltd.",Chemicals
4626.T,"TAIYO HOLDINGS CO.,LTD.",Chemicals
4631.T,DIC Corporation,Chemicals
4633.T,SAKATA INX CORPORATION,Chemicals
4634.T,"artience Co.,Ltd.",Chemicals
4641.T,Altech Corporation,Services
4658.T,"Nippon Air Conditioning Services Co.,Ltd.",Services
4661.T,"ORIENTAL LAND CO.,LTD.",Services
4662.T,Focus Systems Corporation,Information & Communication
4665.T,"DUSKIN CO.,LTD.",Services
4666.T,"PARK24 Co.,Ltd.",Real Estate
4668.T,"MEIKO NETWORK JAPAN CO.,LTD.",Services
4674.T,CRESCO LTD.,Information & Communication
4676.T,"FUJI MEDIA HOLDINGS,INC.",Information & Communication
4680.T,ROUND ONE Corporation,Services
4681.T,"RESORTTRUST,INC.",Services
4684.T,"OBIC Co.,Ltd.",Information & Communication
4686.T,JUSTSYSTEMS CORPORATION,Information & Communication
4687.T,TDC SOFT Inc.,Information & Communication
4689.T,LY Corporation,Information & Communication
4694.T,"BML,INC.",Services
4704.T,Trend Micro Incorporated,Information & Communication
4709.T,ID Holdings Corporation,Information & Communication
4714.T,RISO KYOIKU GROUP CORPORATION,Services
4718.T,"WASEDA ACADEMY CO.,LTD.",Services
4719.T,ALPHA SYSTEMS INC.,Information & Communication
471A.T,"NS Group,Inc.",Other Financing Business
4722.T,Future Corporation,Information & Communication
4725.T,CAC Holdings Corporation,Information & Communication
4732.T,"USS Co.,Ltd.",Services
4733.T,"OBIC BUSINESS CONSULTANTS CO.,LTD.",Information & Communication
4743.T,ITFOR Inc.,Information & Communication
4751.T,"CyberAgent,Inc.",Services
4755.T,"Rakuten Group,Inc.",Services
4763.T,"CREEK & RIVER Co.,Ltd.",Services
4765.T,"SBI Global Asset Management Co.,Ltd.",Services
4768.T,OTSUKA CORPORATION,Information & Communication
4776.T,"Cybozu,Inc.",Information & Communication
4784.T,"GMO internet,Inc.",Services
4792.T,"YAMADA Consulting Group Co.,Ltd.",Services
4801.T,"CENTRAL SPORTS CO.,LTD.",Services
4809.T,Paraca Inc.,Real Estate
4812.T,DENTSU SOKEN INC.,Information & Communication
4813.T,"ACCESS CO.,LTD.",Information & Communication
4819.T,"Digital Garage,Inc.",Information & Communication
4820.T,"EM SYSTEMS CO.,LTD.",Information & Communication
4825.T,WEATHERNEWS INC.,Information & Communication
4826.T,"Computer Institute of Japan, Ltd.",Information & Communication
4828.T,Business Engineering Corporation,Information & Communication
4839.T,WOWOW INC.,Information & Communication
4845.T,"Scala,Inc.",Information & Communication
4847.T,INTELLIGENT WAVE INC.,Information & Communication
4848.T,"FULLCAST HOLDINGS CO.,LTD.",Services
4849.T,en Inc.,Services
4880.T,"CellSource Co.,Ltd.",Pharmaceutical
4886.T,"ASKA Pharmaceutical Holdings Co.,Ltd.",Pharmaceutical
4887.T,"SAWAI GROUP HOLDINGS Co.,Ltd.",Pharmaceutical
4901.T,FUJIFILM Holdings Corporation,Chemicals
4902.T,"KONICA MINOLTA,INC.",Electric Appliances
4911.T,"Shiseido Company,Limited",Chemicals
4912.T,Lion Corporation,Chemicals
4914.T,TAKASAGO INTERNATIONAL CORPORATION,Chemicals
4917.T,MANDOM CORPORATION,Chemicals
4919.T,"Milbon Co.,Ltd.",Chemicals
4922.T,KOSE Corporation,Chemicals
4923.T,"COTA CO.,LTD.",Chemicals
4927.T,POLA ORBIS HOLDINGS INC.,Chemicals
4928.T,"Noevir Holdings Co.,Ltd.",Chemicals
4931.T,"Shinnihonseiyaku Co.,Ltd.",Chemicals
4933.T,"I-ne CO.,LTD.",Chemicals
4951.T,S.T.CORPORATION,Chemicals
4956.T,"KONISHI CO.,LTD.",Chemicals
4958.T,"T.HASEGAWA CO.,LTD.",Chemicals
4967.T,"KOBAYASHI PHARMACEUTICAL CO.,LTD.",Chemicals
4968.T,"ARAKAWA CHEMICAL INDUSTRIES,LTD.",Chemicals
4971.T,MEC COMPANY LTD.,Chemicals
4973.T,"JAPAN PURE CHEMICAL CO.,LTD.",Chemicals
4974.T,TAKARA BIO INC.,Chemicals
4975.T,JCU CORPORATION,Chemicals
4980.T,Dexerials Corporation,Chemicals
4985.T,Earth Corporation,Chemicals
4996.T,"KUMIAI CHEMICAL INDUSTRY CO.,LTD.",Chemicals
4997.T,"NIHON NOHYAKU CO.,LTD.",Chemicals
5011.T,"NICHIREKI GROUP CO.,LTD.",Oil and Coal Products
5016.T,JX Advanced Metals Corporation,Nonferrous Metals
5017.T,"Fuji Oil Company,Ltd.",Oil and Coal Products
5019.T,"Idemitsu Kosan Co.,Ltd.",Oil and Coal Products
5020.T,"ENEOS Holdings,Inc.",Oil and Coal Products
5021.T,"COSMO ENERGY HOLDINGS COMPANY,LIMITED",Oil and Coal Products
5032.T,ANYCOLOR Inc.,Information & Communication
5036.T,"Japan Business Systems,Inc.",Information & Communication
5074.T,"TESS Holdings Co.,Ltd.",Construction
5076.T,INFRONEER Holdings Inc.,Construction
50765.T,Series 1 Bond-Type Class Shares of INFRONEER Holdings Inc.,Construction
5101.T,"The Yokohama Rubber Company,Limited",Rubber Products
5105.T,Toyo Tire Corporation,Rubber Products
5108.T,BRIDGESTONE CORPORATION,Rubber Products
5110.T,"Sumitomo Rubber Industries,Ltd.",Rubber Products
5121.T,FUJIKURA COMPOSITES Inc.,Rubber Products
5122.T,"OKAMOTO INDUSTRIES,INC.",Rubber Products
5142.T,Achilles Corporation,Chemicals
5185.T,"Fukoku Co.,Ltd.",Rubber Products
5186.T,Nitta Corporation,Rubber Products
5191.T,Sumitomo Riko Company Limited,Rubber Products
5192.T,Mitsuboshi Belting Ltd.,Rubber Products
5195.T,"Bando Chemical Industries,Ltd.",Rubber Products
5201.T,AGC Inc.,Glass and Ceramics Products
5202.T,"Nippon Sheet Glass Company,Limited",Glass and Ceramics Products
5208.T,"Arisawa Mfg.Co.,Ltd.",Chemicals
5214.T,"Nippon Electric Glass Co.,Ltd.",Glass and Ceramics Products
5232.T,"Sumitomo Osaka Cement Co.,Ltd.",Glass and Ceramics Products
5233.T,TAIHEIYO CEMENT CORPORATION,Glass and Ceramics Products
5261.T,"RESOL HOLDINGS Co.,Ltd.",Services
5262.T,Nippon Hume Corporation,Glass and Ceramics Products
5269.T,"NIPPON CONCRETE INDUSTRIES CO.,LTD.",Glass and Ceramics Products
5288.T,ASIA PILE HOLDINGS CORPORATION,Glass and Ceramics Products
5301.T,"TOKAI CARBON CO.,LTD.",Glass and Ceramics Products
5302.T,"Nippon Carbon Co.,Ltd.",Glass and Ceramics Products
5310.T,"TOYO TANSO CO.,LTD.",Glass and Ceramics Products
5331.T,"NORITAKE CO.,LIMITED",Glass and Ceramics Products
5332.T,TOTO LTD.,Glass and Ceramics Products
5333.T,"NGK INSULATORS,LTD.",Glass and Ceramics Products
5334.T,"Niterra Co.,Ltd.",Glass and Ceramics Products
5344.T,"MARUWA CO.,LTD.",Glass and Ceramics Products
5351.T,"SHINAGAWA REFRA CO.,LTD.",Glass and Ceramics Products
5352.T,KROSAKI HARIMA CORPORATION,Glass and Ceramics Products
5357.T,"YOTAI REFRACTORIES CO.,LTD.",Glass and Ceramics Products
5384.T,FUJIMI INCORPORATED,Glass and Ceramics Products
5393.T,NICHIAS CORPORATION,Glass and Ceramics Products
5401.T,NIPPON STEEL CORPORATION,Iron and Steel
5406.T,"Kobe Steel,Ltd.",Iron and Steel
5408.T,"NAKAYAMA STEEL WORKS,LTD.",Iron and Steel
5410.T,"Godo Steel,Ltd.",Iron and Steel
5411.T,"JFE Holdings,Inc.",Iron and Steel
5423.T,"TOKYO STEEL MANUFACTURING CO.,LTD.",Iron and Steel
5440.T,KYOEI STEEL LTD.,Iron and Steel
5444.T,"YAMATO KOGYO CO.,LTD.",Iron and Steel
5445.T,"TOKYO TEKKO CO.,LTD.",Iron and Steel
5451.T,"YODOKO,Ltd.",Iron and Steel
5461.T,"Chubu Steel Plate Co.,Ltd.",Iron and Steel
5463.T,Maruichi Steel Tube Ltd.,Iron and Steel
5471.T,"Daido Steel Co.,Ltd.",Iron and Steel
5480.T,"Nippon Yakin kogyo Co.,Ltd.",Iron and Steel
5482.T,AICHI STEEL CORPORATION,Iron and Steel
5535.T,MIGALO HOLDINGS Inc.,Real Estate
5541.T,"PACIFIC METALS CO.,LTD.",Iron and Steel
5563.T,"Nippon Denko Co.,Ltd.",Iron and Steel
5602.T,"Kurimoto,Ltd.",Iron and Steel
5631.T,"The Japan Steel Works,Ltd.",Machinery
5632.T,"Mitsubishi Steel Mfg.Co.,Ltd.",Iron and Steel
5659.T,"Nippon Seisen Co.,Ltd.",Iron and Steel
5702.T,"DAIKI ALUMINIUM INDUSTRY CO.,LTD.",Nonferrous Metals
5703.T,"Nippon Light Metal Holdings Company,Ltd.",Nonferrous Metals
5706.T,"Mitsui Kinzoku Company,Limited",Nonferrous Metals
5707.T,"Toho Zinc Co.,Ltd.",Nonferrous Metals
5711.T,Mitsubishi Materials Corporation,Nonferrous Metals
5713.T,"Sumitomo Metal Mining Co.,Ltd.",Nonferrous Metals
5714.T,"DOWA HOLDINGS CO.,LTD.",Nonferrous Metals
5715.T,"FURUKAWA CO.,LTD.",Nonferrous Metals
5726.T,"OSAKA Titanium technologies Co.,Ltd.",Nonferrous Metals
5727.T,"TOHO TITANIUM COMPANY,LIMITED",Nonferrous Metals
5741.T,UACJ Corporation,Nonferrous Metals
5757.T,"CK SAN-ETSU Co.,Ltd.",Nonferrous Metals
5801.T,"Furukawa Electric Co.,Ltd.",Nonferrous Metals
5802.T,"Sumitomo Electric Industries,Ltd.",Nonferrous Metals
5803.T,Fujikura Ltd.,Nonferrous Metals
5805.T,SWCC Corporation,Nonferrous Metals
5821.T,HIRAKAWA HEWTECH CORP.,Nonferrous Metals
5830.T,"Iyogin Holdings,Inc.",Banks
5831.T,"Shizuoka Financial Group,Inc.",Banks
5832.T,"Chugin Financial Group,Inc.",Banks
5838.T,"Rakuten Bank,Ltd.",Banks
5844.T,"Kyoto Financial Group,Inc.",Banks
5851.T,RYOBI LIMITED,Nonferrous Metals
5852.T,AHRESTY CORPORATION,Nonferrous Metals
5857.T,"ARE Holdings,Inc.",Nonferrous Metals
5889.T,"Japan Eyewear Holdings Co.,Ltd.",Retail Trade
5901.T,"Toyo Seikan Group Holdings,Ltd.",Metal Products
5902.T,HOKKAN HOLDINGS LIMITED,Metal Products
5911.T,Yokogawa Bridge Holdings Corp.,Metal Products
5929.T,Sanwa Holdings Corporation,Metal Products
5930.T,"Bunka Shutter Co.,Ltd.",Metal Products
5932.T,"Sankyo Tateyama,Inc.",Metal Products
5933.T,ALINCO INCORPORATED,Metal Products
5938.T,LIXIL Corporation,Metal Products
5943.T,NORITZ CORPORATION,Metal Products
5946.T,"CHOFU SEISAKUSHO CO.,LTD.",Metal Products
5947.T,RINNAI CORPORATION,Metal Products
5949.T,UNIPRES CORPORATION,Transportation Equipment
5957.T,"NITTOSEIKO CO.,LTD.",Metal Products
5959.T,"OKABE CO.,LTD.",Metal Products
5970.T,G-TEKT CORPORATION,Metal Products
5975.T,Topre Corporation,Metal Products
5976.T,"Neturen Co.,Ltd.",Metal Products
5981.T,"TOKYO ROPE MFG.CO.,LTD",Metal Products
5988.T,"PIOLAX,INC.",Metal Products
5989.T,"H-ONE CO.,LTD.",Metal Products
5991.T,"NHK SPRING CO.,LTD.",Metal Products
6005.T,"MIURA CO.,LTD.",Machinery
6013.T,"TAKUMA CO.,LTD.",Machinery
6027.T,"Bengo4.com,Inc.",Services
6035.T,"IR Japan Holdings,Ltd.",Services
6036.T,"KeePer Technical Laboratory Co.,Ltd.",Services
6047.T,Gunosy Inc.,Services
6050.T,E-Guardian Inc.,Services
6055.T,"JAPAN MATERIAL Co.,Ltd.",Services
6058.T,VECTOR INC.,Services
6062.T,CHARM CARE CORPORATION,Services
6070.T,"CAREERLINK CO.,LTD.",Services
6071.T,"IBJ,Inc.",Services
6073.T,ASANTE INCORPORATED,Services
6078.T,"Value HR Co.,Ltd.",Services
6080.T,"M&A Capital Partners Co.,Ltd.",Services
6088.T,SIGMAXYZ Holdings Inc.,Services
6089.T,"WILL GROUP,INC.",Services
6098.T,"Recruit Holdings Co.,Ltd.",Services
6099.T,ELAN Corporation,Services
6101.T,TSUGAMI CORPORATION,Machinery
6103.T,OKUMA Corporation,Machinery
6104.T,"SHIBAURA MACHINE CO.,LTD.",Machinery
6113.T,"AMADA CO.,LTD.",Machinery
6118.T,"AIDA ENGINEERING,LTD.",Machinery
6134.T,FUJI CORPORATION,Machinery
6135.T,"Makino Milling Machine Co.,Ltd.",Machinery
6136.T,OSG Corporation,Machinery
6140.T,"Asahi Diamond Industrial Co.,Ltd.",Machinery
6141.T,"DMG MORI CO.,LTD.",Machinery
6143.T,"Sodick Co.,Ltd.",Machinery
6146.T,DISCO CORPORATION,Machinery
6151.T,"NITTO KOHKI CO.,LTD.",Machinery
6167.T,"Fuji Die Co.,Ltd.",Machinery
6178.T,"JAPAN POST HOLDINGS Co.,Ltd.",Services
6183.T,"BELLSYSTEM24 HOLDINGS,INC.",Services
6184.T,"Kamakura Shinsho,Ltd.",Services
6191.T,AirTrip Corp.,Services
6194.T,"Atrae,Inc.",Services
6196.T,"Strike Company,Limited",Services
6197.T,Solasto Corporation,Services
6200.T,"Insource Co.,Ltd.",Services
6201.T,TOYOTA INDUSTRIES CORPORATION,Transportation Equipment
6209.T,NPR-RIKEN CORPORATION,Machinery
6222.T,"SHIMA SEIKI MFG.,LTD.",Machinery
6235.T,"OPTORUN CO.,LTD.",Machinery
6237.T,"IWAKI CO.,LTD.",Machinery
6238.T,FURYU CORPORATION,Machinery
6240.T,YAMASHIN-FILTER CORP.,Machinery
6247.T,"HISAKA WORKS,LTD.",Machinery
6250.T,YAMABIKO CORPORATION,Machinery
6254.T,"Nomura Micro Science Co.,Ltd.",Machinery
6258.T,HIRATA Corporation,Machinery
6264.T,"Marumae Co.,Ltd.",Machinery
6266.T,"TAZMO CO.,LTD.",Machinery
6268.T,Nabtesco Corporation,Machinery
6269.T,"MODEC,INC.",Machinery
6272.T,"RHEON AUTOMATIC MACHINERY CO.,LTD.",Machinery
6273.T,SMC CORPORATION,Machinery
6277.T,HOSOKAWA MICRON CORPORATION,Machinery
6278.T,UNION TOOL CO.,Machinery
6279.T,ZUIKO CORPORATION,Machinery
6282.T,OILES CORPORATION,Machinery
6284.T,"NISSEI ASB MACHINE CO.,LTD.",Machinery
6287.T,SATO CORPORATION,Machinery
6289.T,GIKEN LTD.,Machinery
6293.T,"NISSEI PLASTIC INDUSTRIAL CO.,LTD.",Machinery
6294.T,OKADA AIYON CORPORATION,Machinery
6298.T,"Y.A.C.HOLDINGS CO.,LTD.",Machinery
6301.T,KOMATSU LTD.,Machinery
6302.T,"SUMITOMO HEAVY INDUSTRIES,LTD.",Machinery
6305.T,"Hitachi Construction Machinery Co.,Ltd.",Machinery
6306.T,"NIKKO CO.,LTD.",Machinery
6309.T,"TOMOE ENGINEERING CO.,LTD.(TOMOE KOGYO CO.,LTD.)",Machinery
6310.T,"ISEKI & CO.,LTD.",Machinery
6315.T,TOWA CORPORATION,Machinery
6323.T,RORZE CORPORATION,Machinery
6326.T,KUBOTA CORPORATION,Machinery
6328.T,"EBARA JITSUGYO CO.,LTD.",Machinery
6330.T,TOYO ENGINEERING CORPORATION,Construction
6331.T,"Mitsubishi Kakoki Kaisha,Ltd.",Machinery
6332.T,"TSUKISHIMA HOLDINGS CO.,LTD.",Machinery
6333.T,"TEIKOKU ELECTRIC MFG. CO.,LTD.",Machinery
6339.T,"Sintokogio,Ltd.",Machinery
6340.T,SHIBUYA CORPORATION,Machinery
6345.T,AICHI CORPORATION,Machinery
6349.T,KOMORI CORPORATION,Machinery
6351.T,"TSURUMI MANUFACTURING CO.,LTD.",Machinery
6358.T,"SAKAI HEAVY INDUSTRIES,LTD.",Machinery
6361.T,EBARA CORPORATION,Machinery
6363.T,"Torishima Pump Mfg.Co.,Ltd.",Machinery
6364.T,AIRMAN CORPORATION,Machinery
6367.T,"DAIKIN INDUSTRIES,LTD.",Machinery
6368.T,ORGANO CORPORATION,Machinery
6369.T,TOYO KANETSU K.K.,Machinery
6370.T,Kurita Water Industries Ltd.,Machinery
6371.T,TSUBAKIMOTO CHAIN CO.,Machinery
6376.T,"NIKKISO CO.,LTD.",Precision Instruments
6379.T,RAIZNEXT Corporation,Construction
6381.T,ANEST IWATA Corporation,Machinery
6383.T,"DAIFUKU CO.,LTD.",Machinery
6387.T,SAMCO INC.,Machinery
6390.T,"KATO WORKS CO.,LTD.",Machinery
6395.T,TADANO LTD.,Machinery
6406.T,"FUJITEC CO.,LTD.",Machinery
6407.T,CKD Corporation,Machinery
6412.T,Heiwa Corporation,Machinery
6413.T,RISO KAGAKU CORPORATION,Machinery
6417.T,"SANKYO CO.,LTD.",Machinery
6418.T,"JAPAN CASH MACHINE CO.,LTD.",Machinery
6419.T,Mars Group Holdings Corporation,Machinery
6420.T,GALILEI CO.LTD.,Machinery
6430.T,"DAIKOKU DENKI CO.,LTD.",Machinery
6432.T,"TAKEUCHI MFG.CO.,LTD.",Machinery
6436.T,Amano Corporation,Machinery
6440.T,JUKI CORPORATION,Machinery
6445.T,JANOME Corporation,Machinery
6448.T,"BROTHER INDUSTRIES,LTD.",Electric Appliances
6454.T,"MAX CO.,LTD.",Machinery
6455.T,MORITA HOLDINGS CORPORATION,Transportation Equipment
6457.T,GLORY LTD.,Machinery
6458.T,SINKO INDUSTRIES LTD.,Machinery
6459.T,DAIWA INDUSTRIES LTD.,Machinery
6460.T,SEGA SAMMY HOLDINGS INC.,Machinery
6463.T,"TPR CO.,LTD.",Machinery
6464.T,"TSUBAKI NAKASHIMA CO.,LTD.",Machinery
6465.T,HOSHIZAKI CORPORATION,Machinery
6471.T,NSK Ltd.,Machinery
6472.T,NTN CORPORATION,Machinery
6473.T,JTEKT Corporation,Machinery
6474.T,NACHI-FUJIKOSHI CORP.,Machinery
6479.T,MINEBEA MITSUMI Inc.,Electric Appliances
6480.T,"NIPPON THOMPSON CO.,LTD.",Machinery
6481.T,"THK CO.,LTD.",Machinery
6486.T,"EAGLE INDUSTRY CO.,LTD.",Machinery
6490.T,PILLAR Corporation,Machinery
6498.T,KITZ CORPORATION,Machinery
6501.T,"Hitachi,Ltd.",Electric Appliances
6503.T,Mitsubishi Electric Corporation,Electric Appliances
6504.T,"FUJI ELECTRIC CO.,LTD.",Electric Appliances
6506.T,YASKAWA Electric Corporation,Electric Appliances
6507.T,"SINFONIA TECHNOLOGY CO.,LTD.",Electric Appliances
6508.T,MEIDENSHA CORPORATION,Electric Appliances
6516.T,"SANYO DENKI CO.,LTD.",Electric Appliances
6517.T,"Denyo Co.,Ltd.",Electric Appliances
6523.T,PHC Holdings Corporation,Electric Appliances
6525.T,KOKUSAI ELECTRIC CORPORATION,Electric Appliances
6526.T,Socionext Inc.,Electric Appliances
6532.T,"BayCurrent,Inc.",Services
6533.T,Orchestra Holdings Inc.,Services
6535.T,"i-mobile Co.,Ltd.",Services
6539.T,"MATCHING SERVICE JAPAN CO.,LTD.",Services
6544.T,"JAPAN ELEVATOR SERVICE HOLDINGS CO.,LTD.",Services
6560.T,"LTS,Inc.",Services
6564.T,"MIDAC HOLDINGS CO.,LTD.",Services
6571.T,"QB Net Holdings Co.,Ltd.",Services
6572.T,"OPEN Group,Inc.",Services
6584.T,"Sanoh Industrial Co.,Ltd.",Transportation Equipment
6586.T,Makita Corporation,Machinery
6588.T,TOSHIBA TEC CORPORATION,Electric Appliances
6590.T,SHIBAURA MECHATRONICS CORPORATION,Electric Appliances
6592.T,"MABUCHI MOTOR CO.,LTD.",Electric Appliances
6594.T,NIDEC CORPORATION,Electric Appliances
6615.T,"UMC Electronics Co.,Ltd.",Electric Appliances
6616.T,TOREX SEMICONDUCTOR LTD.,Electric Appliances
6617.T,"TAKAOKA TOKO CO.,LTD.",Electric Appliances
6619.T,W-SCOPE Corporation,Electric Appliances
6620.T,"Miyakoshi Holdings,Inc.",Real Estate
6622.T,DAIHEN CORPORATION,Electric Appliances
6630.T,YA-MAN LTD.,Electric Appliances
6632.T,JVCKENWOOD Corporation,Electric Appliances
6638.T,"MIMAKI ENGINEERING CO.,LTD.",Electric Appliances
6644.T,"Osaki Electric Co.,Ltd.",Electric Appliances
6645.T,OMRON Corporation,Electric Appliances
6651.T,NITTO KOGYO CORPORATION,Electric Appliances
6652.T,IDEC CORPORATION,Electric Appliances
6653.T,"SEIKO ELECTRIC CO.,LTD.",Electric Appliances
6674.T,GS Yuasa Corporation,Electric Appliances
6699.T,"DIAMOND ELECTRIC HOLDINGS Co.,Ltd.",Electric Appliances
6701.T,NEC Corporation,Electric Appliances
6702.T,Fujitsu Limited,Electric Appliances
6703.T,"Oki Electric Industry Company,Limited",Electric Appliances
6706.T,"DKK Co.,Ltd.",Electric Appliances
6707.T,"Sanken Electric Co.,Ltd.",Electric Appliances
6718.T,"AIPHONE CO.,LTD.",Electric Appliances
6723.T,Renesas Electronics Corporation,Electric Appliances
6724.T,SEIKO EPSON CORPORATION,Electric Appliances
6727.T,"Wacom Co.,Ltd.",Electric Appliances
6728.T,"ULVAC, Inc.",Electric Appliances
6737.T,EIZO Corporation,Electric Appliances
6740.T,Japan Display Inc.,Electric Appliances
6741.T,"Nippon Signal Company,Limited",Electric Appliances
6742.T,"Kyosan Electric Manufacturing Co.,Ltd.",Electric Appliances
6744.T,NOHMI BOSAI LTD.,Electric Appliances
6745.T,HOCHIKI CORPORATION,Electric Appliances
6750.T,"ELECOM CO.,LTD.",Electric Appliances
6752.T,Panasonic Holdings Corporation,Electric Appliances
6753.T,Sharp Corporation,Electric Appliances
6754.T,ANRITSU CORPORATION,Electric Appliances
6758.T,SONY GROUP CORPORATION,Electric Appliances
6762.T,TDK Corporation,Electric Appliances
6763.T,"Teikoku Tsushin Kogyo Co.,Ltd.",Electric Appliances
6768.T,TAMURA CORPORATION,Electric Appliances
6770.T,"ALPS ALPINE CO.,LTD.",Electric Appliances
6779.T,"NIHON DEMPA KOGYO CO.,LTD.",Electric Appliances
6785.T,"SUZUKI CO.,LTD.",Electric Appliances
6787.T,"Meiko Electronics Co.,Ltd.",Electric Appliances
6788.T,"NIHON TRIM CO.,LTD.",Electric Appliances
6794.T,"Foster Electric Company,Limited",Electric Appliances
6798.T,SMK Corporation,Electric Appliances
6800.T,"YOKOWO CO.,LTD.",Electric Appliances
6804.T,Hosiden Corporation,Electric Appliances
6806.T,"HIROSE ELECTRIC CO.,LTD.",Electric Appliances
6807.T,"Japan Aviation Electronics Industry,Limited",Electric Appliances
6809.T,TOA CORPORATION,Electric Appliances
6810.T,"Maxell,Ltd.",Electric Appliances
6814.T,"FURUNO ELECTRIC CO.,LTD.",Electric Appliances
6817.T,SUMIDA CORPORATION,Electric Appliances
6820.T,ICOM INCORPORATED,Electric Appliances
6823.T,"RION CO.,LTD.",Electric Appliances
6841.T,YOKOGAWA ELECTRIC CORPORATION,Electric Appliances
6844.T,"Shindengen Electric Manufacturing Co.,Ltd.",Electric Appliances
6845.T,Azbil Corporation,Electric Appliances
6849.T,NIHON KOHDEN CORPORATION,Electric Appliances
6850.T,Chino Corporation,Electric Appliances
6856.T,"HORIBA,Ltd.",Electric Appliances
6857.T,ADVANTEST CORPORATION,Electric Appliances
6859.T,ESPEC CORP.,Electric Appliances
6861.T,KEYENCE CORPORATION,Electric Appliances
6866.T,HIOKI E.E.CORPORATION,Electric Appliances
6869.T,SYSMEX CORPORATION,Electric Appliances
6871.T,"MICRONICS JAPAN CO.,LTD.",Electric Appliances
6875.T,MegaChips Corporation,Electric Appliances
6902.T,DENSO CORPORATION,Transportation Equipment
6905.T,"COSEL CO.,LTD.",Electric Appliances
6908.T,"IRISO ELECTRONICS CO.,LTD.",Electric Appliances
6914.T,"OPTEX GROUP Company,Limited",Electric Appliances
6920.T,Lasertec Corporation,Electric Appliances
6923.T,"Stanley Electric Co.,Ltd.",Electric Appliances
6925.T,USHIO INC.,Electric Appliances
6929.T,"NIPPON CERAMIC CO.,LTD.",Electric Appliances
